GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37
0400000US42,42,Pennsylvania,4956037,11868,(X),(X),4190794,17458,84.6,0.2,3833679,17935,77.4,0.3,691078,11171,13.9,0.2,3466390,17670,69.9,0.3,331541,8700,6.7,0.2,275806,7835,5.6,0.2,8633,1176,0.2,0.1,765243,11441,15.4,0.2,3789173,17512,76.5,0.3,39130,2474,0.8,0.1,3750043,17062,75.7,0.3,575802,10781,11.6,0.2,1738658,15564,35.1,0.3,209078,6532,4.2,0.1,2066141,15143,41.7,0.3,491452,6888,9.9,0.1,78004,3822,1.6,0.1,1166864,13189,23.5,0.3,831971,11282,(X),(X),7178,1331,0.9,0.2,394260,8476,47.4,0.8,430533,9002,51.7,0.8,2310832,17980,(X),(X),22962,1846,1.0,0.1,1676015,16728,72.5,0.4,611855,11047,26.5,0.4,1813234,16461,(X),(X),8990,984,0.5,0.1,1679768,15724,92.6,0.2,124476,4467,6.9,0.2
0400000US44,44,Rhode Island,407484,4045,(X),(X),352538,5115,86.5,1.0,319120,5718,78.3,1.1,51870,3008,12.7,0.7,298638,5485,73.3,1.1,30677,2893,7.5,0.7,22477,2759,5.5,0.7,571,303,0.1,0.1,54946,3985,13.5,1.0,321064,5517,78.8,1.2,2416,969,0.6,0.2,318648,5478,78.2,1.1,14646,1917,3.6,0.5,153975,4980,37.8,1.2,19376,2347,4.8,0.6,173701,6136,42.6,1.5,74681,3752,18.3,0.9,3748,1095,0.9,0.3,86420,4880,21.2,1.2,74193,4214,(X),(X),967,634,1.3,0.8,35941,2695,48.4,3.4,37285,3775,50.3,3.5,171579,4818,(X),(X),1250,604,0.7,0.4,130172,4577,75.9,1.5,40157,2769,23.4,1.5,161712,4165,(X),(X),199,172,0.1,0.1,152535,4215,94.3,1.0,8978,1573,5.6,1.0
0400000US45,45,South Carolina,1857768,9376,(X),(X),1549918,9801,83.4,0.4,1356582,10885,73.0,0.5,196941,6623,10.6,0.4,1338716,11102,72.1,0.5,174381,7342,9.4,0.4,167393,8271,9.0,0.4,4026,993,0.2,0.1,307850,7371,16.6,0.4,1308515,11267,70.4,0.5,9546,1441,0.5,0.1,1298969,11436,69.9,0.5,230419,6280,12.4,0.3,632567,9465,34.0,0.5,110879,4832,6.0,0.3,677232,10744,36.5,0.6,66890,4040,3.6,0.2,46757,3008,2.5,0.2,549253,10951,29.6,0.5,375496,8535,(X),(X),1883,606,0.5,0.2,153584,5790,40.9,1.2,220029,6715,58.6,1.2,940419,12075,(X),(X),5409,1189,0.6,0.1,658795,12058,70.1,0.8,276215,7309,29.4,0.8,541853,9354,(X),(X),2254,732,0.4,0.1,486590,9404,89.8,0.6,53009,3559,9.8,0.6
0400000US46,46,South Dakota,339437,2931,(X),(X),288536,4259,85.0,0.9,261804,4735,77.1,1.1,50474,2674,14.9,0.8,235738,4484,69.4,1.1,24664,2344,7.3,0.7,18003,1733,5.3,0.5,1164,492,0.3,0.1,50901,2836,15.0,0.9,257699,4899,75.9,1.2,2169,505,0.6,0.1,255530,4982,75.3,1.2,37936,2478,11.2,0.7,119577,3469,35.2,1.0,21535,2252,6.3,0.7,129718,4864,38.2,1.3,22490,1709,6.6,0.5,12803,1413,3.8,0.4,81738,4075,24.1,1.2,55027,2908,(X),(X),317,217,0.6,0.4,25286,2227,46.0,3.1,29424,2284,53.5,3.1,172022,4498,(X),(X),1173,371,0.7,0.2,128492,4361,74.7,1.6,42357,2836,24.6,1.5,112388,3541,(X),(X),679,295,0.6,0.3,101752,3827,90.5,1.4,9957,1404,8.9,1.3
0400000US47,47,Tennessee,2530260,10743,(X),(X),2084955,14919,82.4,0.4,1826411,15893,72.2,0.5,274676,7516,10.9,0.3,1797840,14352,71.1,0.4,241062,7741,9.5,0.3,165094,6459,6.5,0.3,3599,900,0.1,0.1,445305,8868,17.6,0.4,1788903,14157,70.7,0.4,13196,1618,0.5,0.1,1775707,13925,70.2,0.4,300811,7257,11.9,0.3,893870,12176,35.3,0.5,170997,6801,6.8,0.3,911815,14014,36.0,0.5,138661,5054,5.5,0.2,78619,3608,3.1,0.1,741357,10133,29.3,0.4,503082,10020,(X),(X),2064,694,0.4,0.1,206780,6561,41.1,1.1,294238,8262,58.5,1.1,1289431,12930,(X),(X),9168,1490,0.7,0.1,906500,12021,70.3,0.6,373763,8830,29.0,0.6,737747,10001,(X),(X),1964,565,0.3,0.1,662427,9455,89.8,0.5,73356,3556,9.9,0.5
0400000US48,48,Texas,9421412,21122,(X),(X),8164910,25310,86.7,0.2,7111157,31414,75.5,0.3,823420,15403,8.7,0.2,7268121,24973,77.1,0.2,992334,18644,10.5,0.2,665727,16435,7.1,0.2,15137,2244,0.2,0.1,1256502,14950,13.3,0.2,7041311,28489,74.7,0.2,43191,4477,0.5,0.1,6998120,27791,74.3,0.2,1194067,16532,12.7,0.2,3664218,24120,38.9,0.2,871357,15888,9.2,0.2,3083317,25688,32.7,0.3,661815,13691,7.0,0.1,361266,8339,3.8,0.1,2380101,22073,25.3,0.2,1528342,18065,(X),(X),7731,1386,0.5,0.1,692727,14581,45.3,0.7,827884,13524,54.2,0.7,4419325,24868,(X),(X),24422,3279,0.6,0.1,3131287,24716,70.9,0.4,1263616,17929,28.6,0.4,3473745,23818,(X),(X),11038,1544,0.3,0.1,3174106,24928,91.4,0.2,288601,8594,8.3,0.3
0400000US49,49,Utah,930980,5092,(X),(X),867777,6406,93.2,0.4,802436,7092,86.2,0.6,81468,3906,8.8,0.4,782844,6899,84.1,0.5,62699,4238,6.7,0.5,43803,2749,4.7,0.3,750,337,0.1,0.1,63203,3784,6.8,0.4,779825,7772,83.8,0.7,6169,976,0.7,0.1,773656,7728,83.1,0.7,177112,5694,19.0,0.6,416903,6859,44.8,0.7,66990,3763,7.2,0.4,356622,6815,38.3,0.7,47600,2748,5.1,0.3,49203,3037,5.3,0.3,151155,6680,16.2,0.7,107234,4777,(X),(X),1127,397,1.1,0.4,62752,3866,58.5,2.3,43355,3129,40.4,2.4,444144,7714,(X),(X),3579,709,0.8,0.2,357445,7230,80.5,0.9,83120,4317,18.7,0.9,379602,6914,(X),(X),1463,602,0.4,0.2,353459,7067,93.1,0.7,24680,2768,6.5,0.7
0400000US50,50,Vermont,254865,3016,(X),(X),221855,3434,87.0,0.9,209866,3490,82.3,1.0,47331,2417,18.6,0.9,171928,3641,67.5,1.1,9966,1179,3.9,0.5,14996,1894,5.9,0.7,814,395,0.3,0.2,33010,2331,13.0,0.9,202770,3684,79.6,1.1,2250,510,0.9,0.2,200520,3741,78.7,1.1,64612,2700,25.4,1.0,75224,2548,29.5,1.0,8804,1250,3.5,0.5,96636,3530,37.9,1.3,8258,1023,3.2,0.4,6540,737,2.6,0.3,52095,2922,20.4,1.1,39764,2514,(X),(X),458,263,1.2,0.7,20834,1868,52.4,3.4,18472,1818,46.5,3.4,120211,3420,(X),(X),1055,336,0.9,0.3,91022,3257,75.7,1.7,28134,2202,23.4,1.7,94890,2766,(X),(X),737,259,0.8,0.3,88664,2545,93.4,0.9,5489,882,5.8,0.9
0400000US51,51,Virginia,3106895,11857,(X),(X),2741793,14735,88.2,0.3,2516436,16084,81.0,0.4,321620,7888,10.4,0.3,2399576,14290,77.2,0.3,210064,8135,6.8,0.3,196323,7961,6.3,0.3,5158,1021,0.2,0.1,365102,8877,11.8,0.3,2459458,16791,79.2,0.4,17151,1897,0.6,0.1,2442307,16728,78.6,0.4,270767,7792,8.7,0.2,1291710,14065,41.6,0.4,180024,5716,5.8,0.2,1132027,13513,36.4,0.4,506678,8273,16.3,0.3,94957,4134,3.1,0.1,647437,12202,20.8,0.4,417863,9355,(X),(X),2462,758,0.6,0.2,198135,7161,47.4,1.2,217266,6606,52.0,1.2,1303422,15196,(X),(X),9455,1206,0.7,0.1,955799,13596,73.3,0.6,338168,9452,25.9,0.6,1385610,12261,(X),(X),5234,970,0.4,0.1,1288373,12238,93.0,0.3,92003,4420,6.6,0.3
0400000US53,53,Washington,2728573,8477,(X),(X),2494678,11248,91.4,0.3,2334092,10990,85.5,0.3,309223,7137,11.3,0.3,2170960,12896,79.6,0.4,141632,6995,5.2,0.3,186775,7334,6.8,0.3,4848,1163,0.2,0.1,233895,7861,8.6,0.3,2303347,11840,84.4,0.4,14013,1669,0.5,0.1,2289334,11972,83.9,0.4,353589,8345,13.0,0.3,1298241,11932,47.6,0.4,167748,6512,6.1,0.2,1387617,12614,50.9,0.5,111926,4972,4.1,0.2,80187,4393,2.9,0.2,425226,10313,15.6,0.4,362354,8859,(X),(X),3011,790,0.8,0.2,215049,6210,59.3,1.3,144294,6216,39.8,1.2,1196616,13132,(X),(X),7302,1193,0.6,0.1,967483,13241,80.9,0.6,221831,7471,18.5,0.6,1169603,12181,(X),(X),3700,794,0.3,0.1,1106802,12121,94.6,0.3,59101,3480,5.1,0.3
0400000US54,54,West Virginia,734536,5346,(X),(X),584679,6747,79.6,0.7,520431,6981,70.9,0.8,111948,4300,15.2,0.6,464527,6737,63.2,0.8,59966,4135,8.2,0.6,47773,3688,6.5,0.5,1554,507,0.2,0.1,149857,5056,20.4,0.7,516488,6876,70.3,0.8,4052,720,0.6,0.1,512436,6867,69.8,0.8,117279,4589,16.0,0.6,217643,5451,29.6,0.7,34700,3090,4.7,0.4,277393,5990,37.8,0.8,7119,1027,1.0,0.1,25645,1860,3.5,0.2,218048,6364,29.7,0.8,172165,5722,(X),(X),1003,474,0.6,0.3,78667,4305,45.7,2.1,92495,4872,53.7,2.1,377643,5997,(X),(X),2155,562,0.6,0.1,266983,5936,70.7,1.2,108505,4849,28.7,1.2,184728,5402,(X),(X),894,356,0.5,0.2,166786,5233,90.3,0.9,17048,1579,9.2,0.8
0400000US55,55,Wisconsin,2319538,7046,(X),(X),2003599,9112,86.4,0.3,1829055,10903,78.9,0.4,327570,7445,14.1,0.3,1662185,9713,71.7,0.3,163545,5870,7.1,0.3,92372,3631,4.0,0.2,5146,768,0.2,0.1,315939,6636,13.6,0.3,1801019,11326,77.6,0.4,17157,1301,0.7,0.1,1783862,11162,76.9,0.4,360056,7590,15.5,0.3,876758,10341,37.8,0.4,166811,4751,7.2,0.2,938974,8994,40.5,0.4,84446,3737,3.6,0.2,75551,2485,3.3,0.1,518519,9600,22.4,0.4,345737,6970,(X),(X),2537,583,0.7,0.2,169979,5734,49.2,1.2,173221,4984,50.1,1.2,1151793,10253,(X),(X),10668,938,0.9,0.1,857681,9681,74.5,0.6,283444,7123,24.6,0.6,822008,7836,(X),(X),3952,680,0.5,0.1,756202,7921,92.0,0.4,61854,3425,7.5,0.4
0400000US56,56,Wyoming,228937,3666,(X),(X),205681,3481,89.8,0.8,188496,3795,82.3,1.3,30396,2296,13.3,1.0,173837,3763,75.9,1.2,16566,2261,7.2,1.0,11428,1705,5.0,0.7,422,336,0.2,0.1,23256,2015,10.2,0.8,180263,3753,78.7,1.2,2080,719,0.9,0.3,178183,3901,77.8,1.3,38009,2853,16.6,1.2,67530,3473,29.5,1.4,14714,2019,6.4,0.9,84207,3555,36.8,1.5,7671,1286,3.4,0.6,18056,1611,7.9,0.7,48674,2917,21.3,1.2,31800,2794,(X),(X),69,111,0.2,0.3,17066,2029,53.7,4.1,14665,1805,46.1,4.1,106422,3613,(X),(X),1373,540,1.3,0.5,78465,4084,73.7,2.4,26584,2384,25.0,2.3,90715,3589,(X),(X),638,444,0.7,0.5,82652,3461,91.1,1.3,7425,1201,8.2,1.3
